Entry,pdb_id,chain,domain,species_collapsed,species,protein_family,broad_function,resolution_A,resolved_len,seqres_len,sequence_length,mw_per_residue,isoelectric_point,charge_at_ph7,acidic_residue_fraction,basic_residue_fraction,gravy,aromaticity,instability_index,proline_fraction,small_residue_fraction,ordered_percent,helix_sheet_contrast,rco,avg_cb_distance,surface_exposure,caliby_score,carp_640M_score,proteinmpnn_score,solublempnn_score,AlkalineMPNN_score,AcidophileMPNN_score,ESM2_15B_pppl_score,esm3_struct_cond_score,esm3_seq_only_score,esmif_score,mif_score,mifst_score,progen2_XL_score,protgpt2_score,soluble_caliby_score,triflow_score
5C5H_1,5C5H,A,Bacteria,Escherichia coli,Escherichia coli,ATP-dependent AMP-binding enzyme family,ligase,2.401,443,453,443,111.40896117381506,6.125163078308105,-5.396402168220632,0.1015801354401806,0.1173814898419864,-0.0514672686230247,0.0812641083521444,34.946049661399535,0.0564334085778781,0.2686230248306998,0.9503386004514672,-0.1241534988713318,0.0904551305796422,21.382232666015625,0.3002257336343115,1.903244,-1.609312891960144,-1.440780758857727,-1.4691792726516724,-1.3442672491073608,-1.3378113508224487,-0.7426524758338928,-1.194292,-1.521273,-1.0199778537448858,,,-1.2423131525112867,-2.468858292624859,1.903244,-1.330549
5EVG_1,5EVG,A,Bacteria,Francisella tularensis,Francisella tularensis,Unclassified,other,1.82,101,105,101,113.60114059405934,7.089663887023924,0.0891706668245042,0.1188118811881188,0.1485148514851485,-0.7435643564356441,0.0891089108910891,28.35841584158415,0.0495049504950495,0.2376237623762376,0.9405940594059404,-0.5247524752475248,0.3486253007770896,13.186164855957031,0.297029702970297,1.787478,-2.7881126403808594,-1.563166856765747,-1.5786670446395874,-1.4525712728500366,-1.4327924251556396,-2.021603345870972,-1.460651,-2.772219,-1.3244680272470606,-1.5628262758255005,-1.5041989088058472,-2.98698621693224,-3.852468056253868,1.787478,-1.590459
4JZS_1,4JZS,A,Bacteria,Bacillus subtilis,Bacillus subtilis,Nudix hydrolase family,hydrolase,2.2,158,178,158,116.79727215189877,6.346607780456543,-1.2211550725609115,0.1645569620253164,0.1772151898734177,-0.5613924050632915,0.1329113924050633,40.44936708860758,0.0443037974683544,0.1898734177215189,0.9113924050632912,-0.4556962025316455,0.2558372138781399,14.191869735717772,0.3037974683544304,2.039364,-1.6659705638885498,-1.452071189880371,-1.4303699731826782,-1.3670254945755005,-1.3714910745620728,-1.3703595399856567,-1.117642,-1.243455,-1.2860021470468257,-1.2393497228622437,-1.1222351789474487,-1.5090281812450554,-3.4492307252521757,2.039364,-1.586071
3ED5_1,3ED5,A,Bacteria,Bacillus subtilis,Bacillus subtilis,HAD-like hydrolase superfamily,hydrolase,1.72,232,238,232,116.77342500000007,4.825312232971191,-12.111373097907162,0.1594827586206896,0.125,-0.388793103448276,0.125,32.610344827586204,0.0344827586206896,0.2025862068965517,0.9094827586206896,0.271551724137931,0.1699935002736727,17.089303970336914,0.3017241379310345,1.885878,-1.312065839767456,-1.4997522830963137,-1.4569215774536133,-1.2918025255203247,-1.308253526687622,-0.9398308992385864,-1.21039,-1.553464,-0.9001166245033001,-1.1183737516403198,-1.008696675300598,-0.841259923474542,-3.063860663052263,1.885878,-3.14571
4AVA_1,4AVA,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Pfam:PF13302,transferase,1.698,327,333,327,106.98354159021412,5.0507925033569325,-10.65679419228286,0.1223241590214067,0.1070336391437308,0.1700305810397552,0.0581039755351682,31.75932721712538,0.0519877675840978,0.327217125382263,0.9327217125382264,-0.1192660550458715,0.1227391586386401,20.481983184814453,0.2996941896024465,1.862939,-2.0367624759674072,-1.534048318862915,-1.6059600114822388,-1.424302339553833,-1.4098451137542725,-1.5226987600326538,-1.51159,-1.808345,-1.097511594813169,,,-1.1171405570587252,-3.023583461749809,1.862939,-1.297983
1GUD_1,1GUD,A,Bacteria,Escherichia coli,Escherichia coli,Bacterial solute-binding protein 2 family,other,1.71,288,288,288,105.5017899305555,5.491180992126464,-2.178793583185552,0.1215277777777777,0.1145833333333333,-0.0326388888888888,0.0555555555555555,21.958680555555553,0.0347222222222222,0.3229166666666667,0.9513888888888888,0.1180555555555555,0.1631503807106599,19.89271354675293,0.3020833333333333,2.113508,-1.3914552927017212,-1.306830644607544,-1.3272500038146973,-1.155082106590271,-1.1687915325164795,-0.0878239721059799,-1.032755,-1.24829,-0.7105209032694498,-0.8915793895721436,-0.855858564376831,-0.7813343471950955,-2.684115515814887,2.113508,-1.363065
1GCA_1,1GCA,A,Bacteria,Salmonella typhimurium,Salmonella typhimurium,Bacterial solute-binding protein 2 family,other,1.7,309,309,309,108.15636601941752,5.271498298645019,-5.909775350862759,0.1391585760517799,0.1294498381877022,-0.4000000000000007,0.0614886731391585,27.53527508090614,0.0323624595469255,0.2880258899676375,0.8932038834951457,0.1941747572815533,0.149045085229224,19.297948837280273,0.3009708737864077,2.060379,-1.061814546585083,-1.388721585273743,-1.447980523109436,-1.2554090023040771,-1.2304871082305908,-0.3003368973731994,-0.905832,-1.087733,-0.8193845779764614,-0.9333088994026184,-0.690774142742157,-0.4195948727308353,-2.5676079907463594,2.060379,-1.364148
1VR5_1,1VR5,A,Bacteria,Thermotoga maritima,Thermotoga maritima,Bacterial solute-binding protein 5 family,transport,1.73,536,547,536,115.2098177238806,5.030842018127441,-13.012827814608372,0.1287313432835821,0.1082089552238806,-0.3824626865671642,0.1548507462686567,33.70151119402984,0.0746268656716418,0.2201492537313432,0.8712686567164178,-0.0279850746268656,0.1702154985939866,23.0071964263916,0.3003731343283582,2.055864,-1.7414603233337402,-1.2096532583236694,-1.241858720779419,-1.0808643102645874,-1.1260170936584473,-1.2577797174453735,-1.347548,-1.820212,-0.909381752583518,,,-1.636534961301889,-2.5380107822702893,2.055864,-2.167858
2WZM_1,2WZM,A,Bacteria,Mycolicibacterium smegmatis155),Mycolicibacterium smegmatis155),Aldo/keto reductase family,oxidoreductase,1.64,274,283,274,106.18298686131396,4.508946418762207,-16.808703649277625,0.1313868613138686,0.083941605839416,-0.0186131386861314,0.0693430656934306,18.70693430656933,0.0437956204379562,0.3576642335766423,0.927007299270073,0.0875912408759124,0.1535742383845448,17.122365951538086,0.2992700729927007,2.109709,-1.3949123620986938,-1.2824639081954956,-1.3352272510528564,-1.1225932836532593,-1.2226570844650269,-1.1887857913970947,-0.860591,-1.091068,-0.7353971161111428,-0.9626282453536988,-0.960205078125,-0.7749955671547103,-2.209404938412409,2.109709,-1.139831
5BXA_1,5BXA,A,Bacteria,Pseudomonas aeruginosa,Pseudomonas aeruginosa,Unclassified,other,1.9,414,416,414,113.9738997584542,5.549384117126464,-6.650100715111151,0.1256038647342995,0.1231884057971014,-0.311835748792271,0.1159420289855072,38.40922705314008,0.072463768115942,0.2415458937198067,0.934782608695652,-0.1714975845410628,0.1297148114075437,21.048770904541016,0.2995169082125604,1.878131,-2.0188651084899902,-1.401536464691162,-1.4210405349731443,-1.2004433870315552,-1.182490348815918,-1.8544305562973025,-1.303419,-1.890574,-0.8413127217315821,-1.2273632287979126,-1.118889570236206,-1.3632980567821558,-2.8821316778947765,1.878131,-0.971146
4A91_1,4A91,A,Bacteria,Escherichia coli,Escherichia coli,Class-I aminoacyl-tRNA synthetase family,ligase,1.75,291,298,291,112.9579357388318,6.2752180099487305,-3.997798828044704,0.1134020618556701,0.1443298969072164,-0.2917525773195881,0.0927835051546391,48.969759450171814,0.0549828178694158,0.2542955326460481,0.8762886597938144,-0.0584192439862543,0.1672722888132546,19.0379638671875,0.2989690721649484,1.867408,-1.3540974855422974,-1.4655816555023191,-1.5436232089996338,-1.3488816022872925,-1.3417394161224363,-1.2425163984298706,-0.893263,-1.088845,-0.7810858238193997,,,-0.8915821612905391,-2.4421311211340204,1.867408,-1.381869
4LFY_1,4LFY,A,Bacteria,Burkholderia cenocepacia),Burkholderia cenocepacia),Metallo-dependent hydrolases superfamily,hydrolase,1.8,349,372,349,109.5049507163325,6.017396354675292,-5.895264211972112,0.1232091690544412,0.1404011461318051,-0.1306590257879658,0.0830945558739255,35.30805157593122,0.0744985673352435,0.3151862464183381,0.9025787965616046,0.0085959885386819,0.1518041203697701,18.53779983520508,0.3008595988538682,2.002685,-1.129453420639038,-1.3207616806030271,-1.3295482397079468,-1.2443242073059082,-1.259243726730347,-0.9770936369895936,-0.625471,-0.828967,,,,-0.8997486191014505,-2.402863160928546,2.002685,-1.374233
5TTJ_1,5TTJ,A,Bacteria,Pseudomonas putida,Pseudomonas putida,Flavin monoamine oxidase family,oxidoreductase,2.2,433,490,433,110.10965057736736,5.494648170471191,-9.410407972697657,0.1247113163972286,0.1224018475750577,-0.1808314087759819,0.0946882217090069,36.443418013856814,0.0300230946882217,0.3071593533487298,0.9030023094688222,-0.020785219399538,0.2080311495729555,20.588661193847656,0.3002309468822171,1.997808,-1.743250012397766,-1.3615849018096924,-1.3635555505752563,-1.185826301574707,-1.172446608543396,-1.5666208267211914,-1.30765,-1.610966,-1.032252357958646,-1.1710071563720703,-1.1069955825805664,-1.8976835114300663,-2.725178002760537,1.997808,-1.196205
3VAA_1,3VAA,A,Bacteria,Bacteroides thetaiotaomicron,Bacteroides thetaiotaomicron,Shikimate kinase family,transferase,1.7,176,199,176,116.90510852272722,5.206986045837401,-5.902145223118595,0.1590909090909091,0.1420454545454545,-0.3267045454545455,0.1193181818181818,46.78136363636363,0.0284090909090909,0.2045454545454545,0.9261363636363636,0.2670454545454545,0.2268518518518518,15.188243865966797,0.3011363636363636,1.902387,-1.527122139930725,-1.5879329442977903,-1.6036789417266846,-1.383842706680298,-1.472971796989441,-1.1563793420791626,-1.056928,-1.261572,-0.9253045862371272,-1.1442424058914185,-1.0585107803344729,-1.073247042569247,-2.979829268022017,1.902387,-1.433196
7ZS0_1,7ZS0,A,Bacteria,Kuenenia stuttgartiensis,Kuenenia stuttgartiensis,Pfam:PF00034,membrane,1.75,278,316,278,109.32484892086332,4.527760124206543,-21.3848536575443,0.1726618705035971,0.1043165467625899,-0.1564748201438847,0.0683453237410071,41.87521582733813,0.0575539568345323,0.2661870503597122,0.8669064748201438,0.1043165467625898,0.1405451066829273,19.975120544433594,0.302158273381295,1.99889,-1.8825464248657229,-1.2888001203536987,-1.3138201236724854,-1.1811710596084597,-1.226057052612305,-1.0392855405807495,-1.198254,-1.640891,-0.8540322283189073,-1.2974053621292114,-1.1315802335739136,-1.933937786294402,-3.061573495110162,1.99889,-0.963093
22HH_1,22HH,A,Bacteria,Chloroflexus aurantiacus,Chloroflexus aurantiacus,Bacterial solute-binding protein 1 family,transport,1.53,424,474,424,113.06732028301909,4.47950382232666,-27.79539489386581,0.1415094339622641,0.0849056603773584,-0.242216981132076,0.1273584905660377,34.46768867924529,0.0518867924528301,0.2476415094339622,0.9150943396226414,0.1981132075471698,0.1763045095122524,21.355464935302734,0.2995283018867924,1.981423,-2.215233564376831,-1.3389450311660769,-1.419169306755066,-1.2059214115142822,-1.260420799255371,-1.5664361715316772,-1.35453,-2.092126,-1.102713314992077,-1.265166401863098,-1.244025945663452,-2.26028125690964,-2.97201221394089,1.981423,-1.286882
8SPG_1,8SPG,A,Bacteria,Escherichia coli,Escherichia coli,SNF2/RAD54 helicase family,hydrolase,2.1,852,867,852,113.666094248827,5.167880821228025,-36.72056358124222,0.1525821596244131,0.1384976525821596,-0.3659624413145526,0.068075117370892,38.602582159624546,0.0375586854460093,0.2323943661971831,0.908450704225352,0.2347417840375587,0.1262894444192845,30.22457504272461,0.3004694835680751,1.793184,-1.033663988113403,-1.5724705457687378,-1.5934165716171265,-1.4683555364608765,-1.492409586906433,-1.188891887664795,-1.292365,-1.455558,-2.1395414110640405,,,-0.336446377033359,-2.180466056429724,1.793184,-2.068394
4ZL8_1,4ZL8,A,Bacteria,Pseudomonas aeruginosa,Pseudomonas aeruginosa,Thioredoxin family,other,1.395,187,192,187,111.27139786096254,5.987214851379394,-3.6188628927781537,0.1283422459893048,0.1443850267379679,-0.1363636363636363,0.1122994652406417,31.64491978609624,0.0588235294117647,0.2620320855614973,0.9411764705882352,0.3529411764705882,0.2313232757996029,15.954923629760742,0.2994652406417112,1.996173,-1.495099425315857,-1.3401249647140503,-1.3728704452514648,-1.2267755270004272,-1.2364264726638794,-0.9975077509880066,-0.858602,-1.003674,-0.755273339582637,-1.2302154302597046,-0.988595724105835,-1.1354400308374415,-2.976307914856283,1.996173,-1.578614
3G85_1,3G85,A,Bacteria,Clostridium acetobutylicum,Clostridium acetobutylicum,Pfam:PF00356,DNA-binding,1.84,270,289,270,111.3901848148149,8.197815895080566,2.085204728341381,0.1111111111111111,0.1333333333333333,-0.1077777777777778,0.0703703703703703,44.17259259259258,0.037037037037037,0.2444444444444444,0.9111111111111112,-0.0222222222222222,0.1660780720750735,18.63539123535156,0.3,1.910768,-2.0008621215820312,-1.414331316947937,-1.5107492208480835,-1.274715542793274,-1.269526481628418,-1.6139570474624634,-1.410416,-1.98805,-0.9943837483723958,-1.1068243980407717,-1.1916733980178833,-2.432918746383102,-2.9551694516782407,1.910768,-2.43805
4CU8_1,4CU8,A,Bacteria,Streptococcus pneumoniae,Streptococcus pneumoniae,Glycosyl hydrolase 2 family,hydrolase,2.5,848,849,848,113.35711875000074,6.891238975524904,-0.727400128232432,0.1367924528301886,0.1650943396226415,-0.7670990566037722,0.1073113207547169,17.133384433962267,0.0306603773584905,0.275943396226415,0.9080188679245282,-0.4693396226415094,0.0819739984283087,26.390926361083984,0.3007075471698113,1.959229,-1.0826780796051023,-1.3768327236175537,-1.4046146869659424,-1.2248255014419556,-1.2574955224990845,-0.0947154611349105,-1.20823,-1.535713,-2.269491519568102,-1.343291997909546,-0.7830784916877747,-0.2800041414656729,-2.207866740676592,1.959229,-1.789852
9X81_1,9X81,A,Bacteria,Vibrio parahaemolyticus,Vibrio parahaemolyticus,Pfam:PF00128,other,1.42,311,311,311,108.01106848874603,4.205142021179199,-24.71879500835313,0.1414790996784566,0.0707395498392283,-0.3482315112540198,0.090032154340836,21.433151125401924,0.0514469453376205,0.3440514469453376,0.9035369774919616,-0.5819935691318328,0.1425818524761813,22.044519424438477,0.2990353697749196,1.942221,-2.4374337196350098,-1.421971321105957,-1.4998621940612793,-1.2730708122253418,-1.3436185121536257,-1.4947701692581177,-1.624355,-2.286327,-1.0806199837344252,-1.3683913946151731,-1.4099633693695068,-2.861920421146503,-3.1660431006330385,1.942221,-1.237078
4KEG_1,4KEG,A,Bacteria,Escherichia coli,Escherichia coli,Bacterial solute-binding protein 1 family,transport,2.5,535,584,535,108.60574018691588,5.144747352600096,-14.48961955978428,0.1233644859813084,0.1102803738317757,-0.0355140186915895,0.0747663551401869,23.9429906542056,0.0542056074766355,0.2728971962616822,0.9196261682242992,0.0822429906542056,0.1254043315238681,26.213468551635746,0.3009345794392523,2.187596,-1.2164822816848757,-0.9321407675743104,-1.0264778137207031,-0.986212432384491,-0.995818018913269,-0.5133689045906067,-0.82814,-0.943829,-1.1795916691004673,,,-0.7226714232257594,-2.4741459641501167,2.187596,-1.364023
3B7F_1,3B7F,A,Bacteria,Cupriavidus pinatubonensis),Cupriavidus pinatubonensis),Unclassified,hydrolase,2.2,368,394,368,110.39162989130452,6.2060449600219725,-5.951469948873587,0.1141304347826086,0.1440217391304347,-0.4978260869565216,0.0951086956521739,41.19402173913044,0.0978260869565217,0.3016304347826086,0.9239130434782608,-0.592391304347826,0.1175099074038791,18.58037567138672,0.3016304347826087,1.975887,-1.6928657293319702,-1.4380714893341064,-1.4153836965560913,-1.2737131118774414,-1.270313382148743,-1.1956936120986938,-1.462079,-1.740832,-0.9504477459451428,,,-1.368866381437882,-2.868214814559273,1.975887,-3.08656
4JR4_1,4JR4,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Thioredoxin family,oxidoreductase,2.498,197,224,197,105.0564314720812,5.064035987854003,-5.988558822703705,0.1218274111675127,0.1065989847715736,0.0908629441624366,0.0761421319796954,27.68482233502537,0.0507614213197969,0.3604060913705584,0.9543147208121828,0.3756345177664975,0.2231215006209015,15.838001251220703,0.299492385786802,2.061273,-1.9184985160827637,-1.35329008102417,-1.4987653493881226,-1.318835735321045,-1.3363230228424072,-1.286369800567627,-1.110882,-1.477632,-1.0119672281487944,-1.236002802848816,-1.1410495042800903,-1.034698408872343,-3.043633010786802,2.061273,-1.754749
4J94_1,4J94,A,Bacteria,Mycolicibacterium smegmatis155),Mycolicibacterium smegmatis155),Peptidase S8 family,hydrolase,1.857,380,408,380,102.96901552631584,4.791208839416504,-9.974332449367417,0.0921052631578947,0.0736842105263157,-0.1836842105263159,0.0552631578947368,37.147631578947355,0.1052631578947368,0.3657894736842105,0.8921052631578947,-0.2605263157894737,0.1888640092227198,18.271541595458984,0.3,2.178731,-1.570864200592041,-1.1846868991851809,-1.2343441247940063,-1.0715479850769043,-1.080856204032898,-1.072873592376709,-1.164909,-1.554792,-0.8161172967208059,-0.9981735944747924,-0.9715476632118224,-0.9017745168585526,-2.4526757491262337,2.178731,-1.797981
3OAI_1,3OAI,A,Bacteria,Escherichia coli,Escherichia coli,Bacterial solute-binding protein 1 family,transport,2.1,488,507,488,110.93946680327883,5.054771232604979,-15.580546232153196,0.1393442622950819,0.1209016393442622,-0.3502049180327876,0.1127049180327868,19.42766393442622,0.0532786885245901,0.2766393442622951,0.9364754098360656,-0.0430327868852459,0.1468024383306614,26.897624969482425,0.3012295081967213,2.272083,-1.0178648233413696,-0.8322206139564514,-0.96864116191864,-0.8466519117355347,-0.8639666438102722,-0.3041046261787414,-0.666521,-0.645052,-1.1308181012263063,,,-0.2625843423311828,-2.513671875,2.272083,-1.277419
4D8L_1,4D8L,A,Bacteria,Sphingobium sp.,Sphingobium sp.,Metallo-dependent hydrolases superfamily,hydrolase,2.0,294,303,294,111.85449591836732,5.1280366897583,-12.420911338073864,0.1530612244897959,0.1394557823129251,-0.2863945578231293,0.0850340136054421,32.66054421768709,0.1020408163265306,0.2312925170068027,0.8877551020408163,0.0782312925170067,0.1722639055622249,17.28984832763672,0.2993197278911564,2.114709,-1.661478877067566,-1.2786325216293335,-1.2831817865371704,-1.081174612045288,-1.073749303817749,-1.2699825763702393,-1.058347,-1.397322,-0.6457334764960672,-0.851051926612854,-0.9446836709976196,-0.6955752729558621,-2.786670918367347,2.114709,-0.950059
4MUP_1,4MUP,A,Bacteria,Agrobacterium fabrum),Agrobacterium fabrum),Metallo-dependent hydrolases superfamily,isomerase,1.6,284,312,284,109.58825950704232,6.216617012023924,-3.3307901198926686,0.1197183098591549,0.1408450704225352,-0.2531690140845072,0.0809859154929577,27.82711267605633,0.0739436619718309,0.2992957746478873,0.8767605633802817,0.0105633802816901,0.1538826152179348,16.962255477905273,0.2992957746478873,2.009445,-1.986014723777771,-1.2886492013931274,-1.3894555568695068,-1.154220700263977,-1.1236296892166138,-1.2714754343032837,-1.205695,-1.697002,-0.8098822580256932,-1.0467119216918943,-1.1539164781570437,-1.2792736644476232,-3.1041414502640845,2.009445,-0.988742
5HM3_1,5HM3,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,ATP-dependent AMP-binding enzyme family,ligase,2.25,625,657,625,108.68276576000042,5.890815925598144,-8.866898408370076,0.1184,0.1263999999999999,-0.1721600000000003,0.0832,31.40112000000001,0.0576,0.3184,0.9056,-0.2335999999999999,0.0800764742396027,23.42850685119629,0.3008,1.94658,-1.6557902097702026,-1.4849215745925903,-1.483777403831482,-1.364803910255432,-1.3846185207366943,-0.8698242902755737,-1.288171,-1.624154,,,,-0.8330462890625,-2.4735626953125,1.94658,-1.885395
3VFZ_1,3VFZ,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Sigma-70 factor family,transferase,1.901,62,86,62,108.18895645161294,6.791770744323729,-0.1356779052351679,0.1290322580645161,0.1451612903225806,0.1951612903225807,0.0,45.646774193548374,0.0161290322580645,0.3064516129032258,0.9516129032258064,0.8225806451612903,0.1666094715168153,11.130471229553224,0.3064516129032258,1.53865,-1.2122551202774048,-1.8619763851165767,-1.8710999488830569,-1.700244426727295,-1.78778076171875,-0.6533676981925964,-1.324885,-1.269777,-1.700225337859123,-1.5971659421920776,-0.9629747867584229,-1.3267306666220389,-2.1145757859753025,1.53865,-2.783184
2CFO_1,2CFO,A,Bacteria,Thermosynechococcus vestitus,Thermosynechococcus vestitus,Class-I aminoacyl-tRNA synthetase family,ligase,2.45,485,492,485,112.08055876288688,5.52221508026123,-10.651818699555513,0.1257731958762886,0.1237113402061855,-0.3086597938144323,0.0927835051546391,43.25092783505155,0.0556701030927835,0.2824742268041237,0.9175257731958764,0.2123711340206185,0.0902703678446788,29.78811264038086,0.3010309278350515,1.978858,-1.3268048763275146,-1.4098432064056396,-1.4531830549240112,-1.3865222930908203,-1.421968936920166,-1.262438416481018,-0.953508,-1.15323,-0.8977177256161405,,,-1.0528736861710697,-2.002036183150773,1.978858,-1.305688
3GOZ_1,3GOZ,A,Bacteria,Legionella pneumophila,Legionella pneumophila,Unclassified,other,2.099,320,362,320,107.4311043750001,6.1600053787231435,-2.9049270838759043,0.08125,0.09375,0.1237499999999999,0.059375,24.32281249999999,0.046875,0.3,0.828125,-0.0218749999999999,0.0756351309226932,20.696191787719727,0.3,2.068521,-1.6894519329071045,-1.399982452392578,-1.4631855487823486,-1.3291988372802734,-1.310575246810913,-1.4002933502197266,-1.215831,-1.634815,-0.9985666275024414,-1.0606244802474976,-1.1184122562408447,-2.0885135650634767,-2.504530715942382,2.068521,-1.552652
9LKS_1,9LKS,A,Bacteria,Enterococcus faecalis,Enterococcus faecalis,Serine-aspartate repeat-containing protein (SDr) family,membrane,1.79,137,187,137,108.36251605839412,5.701087379455567,-1.9751056002415288,0.1167883211678832,0.1167883211678832,-0.2737226277372263,0.0802919708029197,36.99058394160582,0.0437956204379562,0.3065693430656934,0.9562043795620438,-0.4890510948905109,0.3350586153505862,14.17849826812744,0.2992700729927007,2.070941,-2.0671396255493164,-1.3585538864135742,-1.3110406398773191,-1.2644109725952148,-1.326207995414734,-1.5321264266967771,-1.371227,-2.121883,-1.0641559684363595,,,-2.7588284903199134,-3.586172284871122,2.070941,-1.322571
6Z2O_1,6Z2O,A,Bacteria,Akkermansia muciniphila,Akkermansia muciniphila,Unclassified,hydrolase,1.649,354,371,354,112.77876468926556,8.253516578674319,2.881356918197312,0.115819209039548,0.155367231638418,-0.5819209039548022,0.1186440677966101,37.34132768361582,0.0564971751412429,0.2598870056497175,0.9406779661016949,-0.3926553672316384,0.122011804437711,20.311241149902344,0.2994350282485876,1.951693,-2.200235605239868,-1.2722886800765991,-1.3709675073623655,-1.1158157587051392,-1.1109479665756226,-1.4780513048171997,-1.505236,-2.165764,-0.963947360798464,,,-2.7228347002449684,-3.154711017500883,1.951693,-0.981813
4F0J_1,4F0J,A,Bacteria,Pseudomonas aeruginosa,Pseudomonas aeruginosa,Pfam:PF00561,other,1.5,312,315,312,112.74553878205134,7.041407585144043,0.0853930975793559,0.1057692307692307,0.1282051282051282,-0.3320512820512824,0.1089743589743589,36.10448717948718,0.0512820512820512,0.2788461538461538,0.9262820512820512,0.1057692307692308,0.1517466706420194,17.464384078979492,0.3012820512820512,1.945763,-1.01634681224823,-1.271241545677185,-1.2939273118972778,-1.146473050117493,-1.138396382331848,-0.8315223455429077,-0.986933,-1.335946,-0.9242487198267229,-0.9314826726913452,-0.6950742602348328,-0.9339386377579126,-2.565234648875701,1.945763,-3.068061
2PKF_1,2PKF,A,Bacteria,Mycobacterium tuberculosis,Mycobacterium tuberculosis,Carbohydrate kinase PfkB family,transferase,1.5,332,334,332,106.9027234939761,4.725105094909667,-20.251603039325197,0.1325301204819277,0.0993975903614457,0.1132530120481928,0.0753012048192771,28.338584337349396,0.0301204819277108,0.3493975903614458,0.9156626506024096,-0.0120481927710843,0.1258261035111099,19.188873291015625,0.3012048192771084,1.877298,-1.5531493425369265,-1.5427148342132568,-1.578369140625,-1.3260396718978882,-1.35181725025177,-0.8000468015670776,-0.950086,-1.160659,-0.8640407883977316,-1.188187837600708,-1.055914282798767,-0.7212814882577184,-2.93277198148061,1.877298,-1.373782
2V2Q_1,2V2Q,A,Bacteria,Aquifex aeolicus,Aquifex aeolicus,GHMP kinase family,transferase,2.3,269,271,269,111.2451234200744,4.997704887390136,-10.900939932864867,0.1449814126394052,0.1152416356877323,-0.0379182156133828,0.0929368029739776,47.099293680297386,0.0483271375464684,0.2527881040892193,0.9182156133828996,-0.0631970260223048,0.1918042456020735,17.61699104309082,0.3011152416356877,2.230658,-1.6307638883590698,-1.1533178091049194,-1.19653058052063,-1.0187536478042605,-1.081417441368103,-1.1685906648635864,-0.852275,-1.177334,-0.6013976596988266,-0.7842239737510681,-0.8265771865844727,-1.9662373482516264,-2.766767877628369,2.230658,-0.872014
4U06_1,4U06,A,Bacteria,Leptospira interrogans serogroup Icterohaemorrhagiae,Leptospira interrogans serogroup Icterohaemorrhagiae,Pfam:PF00560,other,1.9,344,344,344,117.21058284883712,9.168516349792483,6.601304777241694,0.0959302325581395,0.1220930232558139,-0.4125000000000007,0.0552325581395348,54.39680232558138,0.0406976744186046,0.1337209302325581,0.7296511627906976,-0.6133720930232558,0.0630123407288603,23.81050491333008,0.2994186046511627,2.343307,-0.9505340456962584,-1.1765083074569702,-1.1384830474853516,-1.2062472105026243,-1.216622829437256,-0.8824657797813416,-0.835577,-0.951154,-0.796636891919513,-1.1914129257202148,-0.8408764600753784,-1.075978301292242,-1.4943870721861374,2.343307,-1.435482
2WPW_1,2WPW,A,Bacteria,Streptomyces clavuligerus,Streptomyces clavuligerus,Pfam:PF00583,other,2.38,328,339,328,107.42441097560972,5.895988273620605,-7.410714058716607,0.1189024390243902,0.1341463414634146,-0.2359756097560978,0.0640243902439024,34.629268292682916,0.073170731707317,0.350609756097561,0.899390243902439,-0.1006097560975609,0.1897146002710027,20.667781829833984,0.3018292682926829,1.782666,-2.0728628635406494,-1.4543360471725464,-1.5438998937606812,-1.457101821899414,-1.4782705307006836,-1.7683628797531128,-1.423234,-1.93247,-1.1806959756990758,,,-2.210419817668636,-2.763924761516292,1.782666,-2.841612
2OBP_1,2OBP,A,Bacteria,Cupriavidus pinatubonensis),Cupriavidus pinatubonensis),Unclassified,DNA-binding,1.7,81,96,81,104.18115308641973,5.683978843688965,-1.137357606368533,0.0987654320987654,0.0987654320987654,0.2888888888888891,0.0246913580246913,38.054320987654314,0.0617283950617283,0.345679012345679,0.9753086419753084,0.4074074074074074,0.2156207133058985,11.300118446350098,0.2962962962962963,1.855939,-2.0073561668395996,-1.5260202884674072,-1.5170665979385376,-1.3276598453521729,-1.29705548286438,-1.638662815093994,-1.570173,-2.150165,-1.217768539617091,-1.27664315700531,-1.2508710622787476,-2.2583979853877314,-3.7303704155815978,1.855939,-2.497819
1VK6_1,1VK6,A,Bacteria,Escherichia coli,Escherichia coli,Nudix hydrolase family,hydrolase,2.2,257,269,257,115.55109571984448,5.696426582336425,-7.373022107343683,0.1361867704280155,0.1439688715953307,-0.3361867704280156,0.1011673151750972,43.30470817120623,0.0544747081712062,0.2101167315175097,0.926070038910506,-0.1245136186770428,0.1337389689987538,20.076574325561523,0.2996108949416342,1.793322,-1.6456565856933594,-1.4994492530822754,-1.5484918355941772,-1.4151039123535156,-1.411456823348999,-0.8869185447692871,-1.340065,-1.802355,-1.2869592807636188,-1.2688884735107422,-1.0571986436843872,-0.6484892730119164,-3.1864768892874515,1.793322,-3.65059
